fecha,opid,valor,monto_ceil,egreso,descripcion
2026-02-06,145123318204,-200000.00,200000,1,Dinero reservado Juicio injusto Transferencia enviada Sanes
2026-02-06,144437407527,-900000.00,900000,1,Transferencia enviada Sanes Maria Sole Reserva por gastos Juicio
2026-02-06,144437325693,-5000.00,5000,1,Maria Sole Reserva por gastos Juicio injusto
2026-02-06,144437049919,-500.00,500,1,Reserva por gastos AVA
2026-02-06,144437325693,345613.77,345614,0,Dinero retirado Juicio injusto
2026-02-06,144440196839,-24852.00,24852,1,Pago Andres Javier Di Pasqua
2026-02-06,144443235479,-22767.07,22768,1,Pago Carrefour Ecommerce Transferencia recibida Maria
2026-02-06,145171207554,79370.05,79371,0,Transferencia recibida Maria Soledad Sanes Transferencia enviada Susana
2026-02-06,144487606845,-3000.00,3000,1,Soledad Sanes Transferencia enviada Susana Carmen Ortiz
2026-02-06,145172567102,-123019.50,123020,1,Transferencia enviada Susana Carmen Ortiz Reserva por gastos Juicio
2026-02-06,145171186004,-5000.00,5000,1,Carmen Ortiz Reserva por gastos Juicio injusto
2026-02-06,144486741407,-500.00,500,1,Reserva por gastos AVA
2026-02-06,145171649566,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-02-06,145171543794,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-06,145191561472,-6465.36,6466,1,Pago Cabify Reserva por gastos Juicio
2026-02-06,144506556331,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-06,144505587287,-500.00,500,1,Reserva por gastos AVA
2026-02-07,145247029764,-1170.00,1170,1,Pago Open 25
2026-02-07,145306742974,-7000.00,7000,1,Transferencia enviada Lenac
2026-02-07,145309353916,-4949.98,4950,1,Pago Cabify Reserva por gastos Juicio
2026-02-07,144623138851,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-07,144622663129,-500.00,500,1,Reserva por gastos AVA Transferencia enviada Carlos
2026-02-08,144653215925,-70000.00,70000,1,Transferencia enviada Carlos Leonardo Farinella Reserva por gastos Juicio
2026-02-08,145339106722,-5000.00,5000,1,Leonardo Farinella Reserva por gastos Juicio injusto
2026-02-08,145338047736,-500.00,500,1,Reserva por gastos AVA
2026-02-08,145351420528,-14700.00,14700,1,Pago Tuenti recargas dcp Reserva por gastos Juicio
2026-02-08,145351318952,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-08,145351458354,-500.00,500,1,Reserva por gastos AVA
2026-02-08,144703213417,-21989.26,21990,1,Pago Carrefour Ecommerce
2026-02-08,144756335349,-5991.76,5992,1,Pago Cabify Reserva por gastos Juicio
2026-02-08,144754657841,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-08,145442412894,-500.00,500,1,Reserva por gastos AVA
2026-02-09,1739576900146,233.48,234,0,Rendimientos
2026-02-09,145480573236,-5990.00,5990,1,Pago PedidosYa Plus Reserva por gastos Juicio
2026-02-09,145480079920,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-09,145480483076,-500.00,500,1,Reserva por gastos AVA
2026-02-09,144900871429,-4710.00,4710,1,Pago Dlo*didi Reserva por gastos Juicio
2026-02-09,144900668661,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-09,144900600763,-500.00,500,1,Reserva por gastos AVA
2026-02-09,145596154132,-4954.72,4955,1,Pago Cabify Reserva por gastos Juicio
2026-02-09,145596036474,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-09,145595105524,-500.00,500,1,Reserva por gastos AVA
2026-02-09,145598157760,-4320.00,4320,1,Pago Dlo*didi
2026-02-09,145597868758,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-02-09,144909045679,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-10,1739648428529,29.78,30,0,Rendimientos
2026-02-10,145632175012,-3976.00,3976,1,Pago Dlocal*didi Reserva por gastos Juicio
2026-02-10,144943547173,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-10,144943397467,-500.00,500,1,Reserva por gastos AVA Pago COPETIN CATERING S.R.
2026-02-10,144944862401,-1770.00,1770,1,Pago COPETIN CATERING S.R. L. Pago COPETIN CATERING S.R.
2026-02-10,145634906304,-7500.00,7500,1,L. Pago COPETIN CATERING S.R. L.
2026-02-10,145627569268,4128601.67,4128602,0,Venta de dólares Pago COPETIN CATERING S.R.
2026-02-10,145672928742,-2940.00,2940,1,Pago COPETIN CATERING S.R. L. Reserva por gastos Juicio
2026-02-10,145671550048,-5000.00,5000,1,L. Reserva por gastos Juicio injusto
2026-02-10,144983479063,-500.00,500,1,Reserva por gastos AVA
2026-02-10,144988835607,-645.00,645,1,Pago FEED
2026-02-10,145678000138,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-02-10,145677199196,-5000.00,5000,1,Reserva por gastos Juicio injusto Transferencia enviada Sanes
2026-02-10,145685664912,-2000000.00,2000000,1,injusto Transferencia enviada Sanes Maria Sole Devolución de dinero Compra
2026-02-10,141762560021,6284.75,6285,0,Maria Sole Devolución de dinero Compra protegida
2026-02-11,1739712199635,1395.49,1396,0,Rendimientos
2026-02-11,145096070243,-4590.00,4590,1,Pago Dlocal*didi Reserva por gastos Juicio
2026-02-11,145096020919,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-11,145096224407,-500.00,500,1,Reserva por gastos AVA
2026-02-11,145138472085,-5830.00,5830,1,Pago Dlo*didi
2026-02-11,145138021123,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-02-11,145137599435,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-11,145861613364,-901172.49,901173,1,Pago Tarjeta de crédito
2026-02-12,1739773102950,1230.32,1231,0,Rendimientos
2026-02-12,145938510104,-30336.00,30336,1,Pago Merpago*compraenkalbb Reserva por gastos Juicio
2026-02-12,145247496463,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-12,145246561897,-500.00,500,1,Reserva por gastos AVA Transferencia recibida
2026-02-12,145265204249,2800000.00,2800000,0,FUNDACION UNIVERSIDAD DE PALERMO
2026-02-12,145997019668,-2800000.00,2800000,1,Dinero reservado Palermo
2026-02-12,146009463276,-53037.00,53037,1,Pago Sodastream
2026-02-12,145324106587,-27200.00,27200,1,Pago Paws Pet Market
2026-02-12,146016004594,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-02-12,146014941366,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-13,1739834670411,805.42,806,0,Rendimientos Pago de servicio AGIP ABL
2026-02-13,146125885660,-83756.62,83757,1,Pago de servicio AGIP ABL GCBA Transferencia enviada Pablo
2026-02-13,146146457608,-60000.00,60000,1,GCBA Transferencia enviada Pablo Ezequiel Alderetes Reserva por gastos Juicio
2026-02-13,146145835310,-5000.00,5000,1,Ezequiel Alderetes Reserva por gastos Juicio injusto
2026-02-13,145452769981,-500.00,500,1,Reserva por gastos AVA
2026-02-13,145512060875,-5478.40,5479,1,Pago Cabify Reserva por gastos Juicio
2026-02-13,145511497419,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-13,146204706900,-500.00,500,1,Reserva por gastos AVA
2026-02-14,145586270783,-10390.99,10391,1,Compra Mercado Libre
2026-02-14,146281824482,-5621.67,5622,1,Pago Supermercados DIA
2026-02-14,146283212572,-43100.00,43100,1,Pago Tu Papelera Devolución de dinero Compra
2026-02-14,145586270783,10390.99,10391,0,de Velas Finitas Largas 17cm Blister X 24 Unidades Reserva por gastos Juicio
2026-02-14,145589453079,-5000.00,5000,1,Blister X 24 Unidades Reserva por gastos Juicio injusto
2026-02-14,145590084457,-500.00,500,1,Reserva por gastos AVA Transferencia enviada
2026-02-14,146284380170,-9500.00,9500,1,Transferencia enviada Veronica Alejandra Mendez Transferencia enviada
2026-02-14,145589836025,-3500.00,3500,1,Veronica Alejandra Mendez Transferencia enviada Veronica Alejandra Mendez
2026-02-14,145640598143,-6780.00,6780,1,Pago Dlo*didi
2026-02-14,145640692497,-6335.00,6335,1,Pago EBANX S.A. Reserva por gastos Juicio
2026-02-14,146334052526,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-14,146333061396,-500.00,500,1,Reserva por gastos AVA
2026-02-14,145640692497,6335.00,6335,0,Pago cancelado EBANX S.A.
2026-02-15,145662563497,-864798.38,864799,1,Dinero reservado Juicio injusto
2026-02-15,146058889676,302600.88,302601,0,Dinero retirado Susi Transferencia enviada Susana
2026-02-15,145700451957,-11000.00,11000,1,Transferencia enviada Susana Carmen Ortiz Transferencia enviada Susana
2026-02-15,146394575106,-149502.00,149502,1,Carmen Ortiz Transferencia enviada Susana Carmen Ortiz
2026-02-15,145700031303,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-02-15,145700077239,-5000.00,5000,1,Reserva por gastos Juicio injusto Reserva por gastos Juicio
2026-02-15,145699496029,-5000.00,5000,1,injusto Reserva por gastos Juicio injusto
2026-02-15,145699975481,-500.00,500,1,Reserva por gastos AVA
2026-02-16,145802512133,-131098.88,131099,1,Dinero reservado Susi
2026-02-16,145699496029,985123.66,985124,0,Dinero retirado Juicio injusto Pago con QR
2026-02-16,145885186983,-33100.00,33100,1,Pago con QR RESTAURANTSORAYASA017
2026-02-17,145979809391,-452023.66,452024,1,Dinero reservado Juicio injusto
2026-02-17,146676949474,-500000.00,500000,1,Pago Tarjeta de crédito
2026-02-17,146702832390,30000.00,30000,0,Dinero retirado Juicio injusto Transferencia enviada Alberto
2026-02-17,146702925994,-30000.00,30000,1,Transferencia enviada Alberto Roque Sachetti
2026-02-18,146715690246,424001.38,424002,0,Dinero retirado Juicio injusto
2026-02-18,146054472945,-2590.00,2590,1,Pago EBANX S.A.
2026-02-18,145936544505,179652.99,179653,0,Venta de dólares
2026-02-18,146774045766,-6090.00,6090,1,Pago Dlo*didi Reserva por gastos Juicio
2026-02-18,146076087571,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-18,146076864501,-500.00,500,1,Reserva por gastos AVA Pago COPETIN CATERING S.R.
2026-02-18,146081153411,-2703.00,2703,1,Pago COPETIN CATERING S.R. L.
2026-02-18,146094488081,-37334.39,37335,1,Pago Supermercados DIA
2026-02-19,1739995986500,418.43,419,0,Rendimientos Transferencia enviada
2026-02-19,146936004102,-6500.00,6500,1,Transferencia enviada PostArgentino Reserva por gastos Juicio
2026-02-19,146936136290,-5000.00,5000,1,PostArgentino Reserva por gastos Juicio injusto
2026-02-19,146238048285,-500.00,500,1,Reserva por gastos AVA Transferencia enviada Quiche
2026-02-19,146238381557,-30000.00,30000,1,Transferencia enviada Quiche Sibulka Marcelo Gaston
2026-02-19,146238821489,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-19,146937746524,-500.00,500,1,Reserva por gastos AVA
2026-02-20,1740053197986,426.22,427,0,Rendimientos
2026-02-20,147073814818,-67245.13,67246,1,Pago de servicio ARCA Transferencia enviada
2026-02-20,146383722931,-124100.00,124100,1,Transferencia enviada Farmacia Maure Srl Reserva por gastos Juicio
2026-02-20,146384510471,-5000.00,5000,1,Farmacia Maure Srl Reserva por gastos Juicio injusto
2026-02-20,147082551984,-500.00,500,1,Reserva por gastos AVA Transferencia enviada
2026-02-20,146389366031,-18500.00,18500,1,Lourdes Elizabeth Tadeo Salvador Reserva por gastos Juicio
2026-02-20,147088431056,-5000.00,5000,1,Salvador Reserva por gastos Juicio injusto
2026-02-20,147087707746,-500.00,500,1,Reserva por gastos AVA
2026-02-20,147090641038,-9600.00,9600,1,Pago HAVANNA Reserva por gastos Juicio
2026-02-20,146390279645,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-20,147090307130,-500.00,500,1,Reserva por gastos AVA Transferencia enviada Clinicas
2026-02-21,147177058120,-40000.00,40000,1,Transferencia enviada Clinicas Altamirao
2026-02-21,147176119912,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-21,147176323632,-500.00,500,1,Reserva por gastos AVA Transferencia enviada Sanes
2026-02-21,146494447025,-60000.00,60000,1,Transferencia enviada Sanes Maria Sole Transferencia enviada Susana
2026-02-21,146520091771,-3240.00,3240,1,Maria Sole Transferencia enviada Susana Carmen Ortiz Transferencia enviada Susana
2026-02-21,147220212016,-58986.00,58986,1,Carmen Ortiz Transferencia enviada Susana Carmen Ortiz Reserva por gastos Juicio
2026-02-21,147220380298,-5000.00,5000,1,Carmen Ortiz Reserva por gastos Juicio injusto
2026-02-21,146519331561,-500.00,500,1,Reserva por gastos AVA
2026-02-21,147219807350,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-02-21,146520110677,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-22,146644919321,-9600.00,9600,1,Pago HAVANNA Reserva por gastos Juicio
2026-02-22,147345556348,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-22,147345590294,-500.00,500,1,Reserva por gastos AVA
2026-02-23,1740117974670,192.55,193,0,Rendimientos Transferencia enviada El Perro
2026-02-23,146735786005,-72000.00,72000,1,Transferencia enviada El Perro Verde Veterinaria
2026-02-23,147436787114,-500.00,500,1,Reserva por gastos AVA
2026-02-23,146682742401,132273.30,132274,0,Dinero retirado Susi
2026-02-23,146813823635,-17630.46,17631,1,Pago Apple Reserva por gastos Juicio
2026-02-23,146812535591,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-23,146813049171,-500.00,500,1,Reserva por gastos AVA
2026-02-23,146813087869,-109845.89,109846,1,Dinero reservado Juicio injusto
2026-02-24,146822225679,60000.00,60000,0,Dinero retirado Juicio injusto
2026-02-24,147524227560,-4690.00,4690,1,Pago EBANX S.A.
2026-02-24,147527348636,-3092.00,3092,1,Pago EBANX S.A.
2026-02-24,146826125717,-4000.00,4000,1,Pago Tuenti recargas dcp Reserva por gastos Juicio
2026-02-24,146826357033,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-24,146826392443,-500.00,500,1,Reserva por gastos AVA
2026-02-24,147546448300,-4564.00,4564,1,Pago Dlocal*didi Reserva por gastos Juicio
2026-02-24,146844248241,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-24,147546181556,-500.00,500,1,Reserva por gastos AVA
2026-02-24,146877900363,-13500.00,13500,1,Pago COPETIN CATERING S.R. L.
2026-02-24,147603266682,-6167.00,6167,1,Pago EBANX S.A.
2026-02-24,147607719244,300000.00,300000,0,Dinero retirado Palermo
2026-02-24,146844248241,115125.02,115126,0,Dinero retirado Juicio injusto Transferencia enviada Sanes
2026-02-24,147607859372,-400000.00,400000,1,Transferencia enviada Sanes Maria Sole
2026-02-25,1740246685637,20.36,21,0,Rendimientos
2026-02-26,1740306805894,18.36,19,0,Rendimientos
2026-02-26,147206211065,-6730.00,6730,1,Pago Dlocal*didi Reserva por gastos Juicio
2026-02-26,147205999079,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-26,147206456195,-500.00,500,1,Reserva por gastos AVA
2026-02-26,147915158250,-7137.00,7137,1,Pago Dlo*didi
2026-02-26,147206211065,6730.00,6730,0,Pago cancelado Dlocal*didi Reserva por gastos Juicio
2026-02-26,147914908898,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-26,147914507786,-500.00,500,1,Reserva por gastos AVA
2026-02-26,147915668992,-9295.00,9295,1,Pago EBANX S.A.
2026-02-26,147915158250,7137.00,7137,0,Pago cancelado Dlo*didi
2026-02-26,147915668992,9295.00,9295,0,Pago cancelado EBANX S.A.
2026-02-26,147918804922,-5080.00,5080,1,Pago Dlocal*didi Reserva por gastos Juicio
2026-02-26,147918834604,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-26,147918736756,-500.00,500,1,Reserva por gastos AVA
2026-02-26,147234840365,-4870.00,4870,1,Pago Dlo*didi
2026-02-26,147942057714,-500.00,500,1,Reserva por gastos AVA Transferencia recibida
2026-02-26,148014444994,630000.00,630000,0,"Transferencia recibida ROBERTO,SANES"
2026-02-26,147304119981,-300000.00,300000,1,Dinero reservado Palermo
2026-02-27,1740367274037,165.17,166,0,Rendimientos
2026-02-27,147382988571,-4000.00,4000,1,Pago Tuenti recargas dcp Reserva por gastos Juicio
2026-02-27,147382482971,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-02-27,147382626757,-500.00,500,1,Reserva por gastos AVA Transferencia enviada Cesar
2026-02-27,148182918582,-310000.00,310000,1,Transferencia enviada Cesar David Ledesma Reserva por gastos Juicio
2026-02-27,147473138849,-5000.00,5000,1,David Ledesma Reserva por gastos Juicio injusto
2026-02-27,148183176522,-500.00,500,1,Reserva por gastos AVA Transferencia recibida
2026-02-28,147531136663,537779.18,537780,0,"Transferencia recibida ROBERTO,SANES"
2026-02-28,147531608631,-30000.00,30000,1,Pago Tarjeta de crédito
2026-02-28,148241403062,-514145.09,514146,1,Dinero reservado Juicio injusto
2026-02-28,148241403062,539152.57,539153,0,Dinero retirado Juicio injusto
2026-02-28,147564387405,-604.55,605,1,Pago Shell
2026-02-28,147564986067,-787.20,788,1,Pago Shell
2026-02-28,147565356819,-417.40,418,1,Pago Shell
2026-02-28,148276074230,-61.00,61,1,Pago Shell Transferencia enviada Maria
2026-03-01,148349196254,-36000.00,36000,1,Transferencia enviada Maria Soledad Sanes Transferencia enviada Susana
2026-03-01,147640805903,-149502.00,149502,1,Soledad Sanes Transferencia enviada Susana Carmen Ortiz Reserva por gastos Juicio
2026-03-01,147640561073,-5000.00,5000,1,Carmen Ortiz Reserva por gastos Juicio injusto
2026-03-01,147640694809,-500.00,500,1,Reserva por gastos AVA Transferencia enviada
2026-03-01,147661759215,-120000.00,120000,1,Transferencia enviada Christian Pablo Ventura Reserva por gastos Juicio
2026-03-01,148371417888,-5000.00,5000,1,Christian Pablo Ventura Reserva por gastos Juicio injusto
2026-03-01,148372580412,-500.00,500,1,Reserva por gastos AVA
2026-03-01,147664535959,-25000.00,25000,1,Pago Ricardo Rodriguez Transferencia enviada Evelyn
2026-03-01,147664932687,-2000.00,2000,1,Transferencia enviada Evelyn Rosana Tolaba Reserva por gastos Juicio
2026-03-01,148375136986,-5000.00,5000,1,Rosana Tolaba Reserva por gastos Juicio injusto
2026-03-01,148375266676,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-03-01,148375243138,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-01,148375902190,-500.00,500,1,Reserva por gastos AVA
2026-03-02,1740434047120,341.40,342,0,Rendimientos
2026-03-02,148462145716,-5452.73,5453,1,Pago Apple Reserva por gastos Juicio
2026-03-02,147751368779,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-02,147751332831,-500.00,500,1,Reserva por gastos AVA
2026-03-02,148241788746,4235.78,4236,0,Venta de dólares Transferencia enviada
2026-03-02,147836995051,-400.00,400,1,Lourdes Elizabeth Tadeo Salvador Reserva por gastos Juicio
2026-03-02,148548219562,-5000.00,5000,1,Salvador Reserva por gastos Juicio injusto
2026-03-02,148549136666,-500.00,500,1,Reserva por gastos AVA Transferencia recibida SANES
2026-03-02,148587306888,3000000.00,3000000,0,Transferencia recibida SANES MARIA SOLE
2026-03-02,147873683843,-3170504.87,3170505,1,Dinero reservado AVA
2026-03-02,147875668141,2743000.00,2743000,0,Dinero retirado Palermo
2026-03-02,147875320403,-2743000.00,2743000,1,Dinero reservado AVA
2026-03-03,148639746046,100000.00,100000,0,Dinero retirado AVA Pago de servicio AGIP ABL
2026-03-03,148641641862,-88140.38,88141,1,Pago de servicio AGIP ABL GCBA
2026-03-03,148673270962,-1344.00,1344,1,Pago Le Pain Quotidien
2026-03-03,148001357521,200000.00,200000,0,Dinero retirado AVA Transferencia enviada Sanes
2026-03-03,148714717246,-200000.00,200000,1,Transferencia enviada Sanes Maria Sole
2026-03-03,148602263790,30046.41,30047,0,Dinero retirado Juicio injusto
2026-03-03,148602106074,158192.30,158193,0,Dinero retirado Palermo
2026-03-04,1740564765172,122.11,123,0,Rendimientos
2026-03-04,148013984437,142994.22,142995,0,Venta de dólares
2026-03-04,148799445672,5535624.74,5535625,0,Venta de dólares
2026-03-04,148116082221,-5877495.40,5877496,1,Dinero reservado Juicio injusto
2026-03-04,148841878510,4000000.00,4000000,0,Dinero retirado AVA Transferencia enviada Jardin
2026-03-04,148842164306,-4000000.00,4000000,1,Transferencia enviada Jardin Del Pilar Sa-norte
2026-03-05,148254793121,14500.00,14500,0,Dinero retirado Juicio injusto
2026-03-05,148970604090,-14500.00,14500,1,Pago Huevos Point
2026-03-05,148189820585,1647524.65,1647525,0,Dinero retirado AVA
2026-03-05,148254793121,5866414.44,5866415,0,Dinero retirado Juicio injusto
2026-03-05,148995850524,-5800000.00,5800000,1,Dinero reservado AVA
2026-03-05,149017479646,-9000.00,9000,1,Pago Paws Pet Market Reserva por gastos Juicio
2026-03-05,148301593431,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-05,148301599493,-500.00,500,1,Reserva por gastos AVA
2026-03-06,1740687407326,986.35,987,0,Rendimientos
2026-03-06,148349708417,5803866.58,5803867,0,Dinero retirado AVA Transferencia enviada
2026-03-06,149102178356,-5484067.00,5484067,1,Transferencia enviada Fideicomiso Ava Palpa Pago de cuota Créditos de
2026-03-06,149102342940,-819945.24,819946,1,Fideicomiso Ava Palpa Pago de cuota Créditos de Mercado Pago
2026-03-06,148419622575,-20000.00,20000,1,Transferencia enviada Susana Carmen Ortiz Transferencia enviada Susana
2026-03-06,148419755001,-91840.50,91841,1,Carmen Ortiz Transferencia enviada Susana Carmen Ortiz Reserva por gastos Juicio
2026-03-06,148418133655,-5000.00,5000,1,Carmen Ortiz Reserva por gastos Juicio injusto
2026-03-06,149134125712,-500.00,500,1,Reserva por gastos AVA
2026-03-06,148418845419,-500.00,500,1,Salida de dinero Reserva por gastos Juicio
2026-03-06,148419207135,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-06,148424396645,-4000.00,4000,1,Pago Tuenti recargas dcp Reserva por gastos Juicio
2026-03-06,148423219705,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-06,149140402176,-500.00,500,1,Reserva por gastos AVA
2026-03-06,149160650130,-114262.71,114263,1,Pago Coto
2026-03-08,148705169219,-81000.00,81000,1,Pago Tarjeta de crédito
2026-03-09,1740751320985,1705.94,1706,0,Rendimientos
2026-03-09,149535504696,-5980.00,5980,1,Pago Dlo*didi Reserva por gastos Juicio
2026-03-09,148818264391,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-09,148818526193,-500.00,500,1,Reserva por gastos AVA
2026-03-09,145634906304,7500.00,7500,0,Pago cancelado COPETIN CATERING S.R.L.
2026-03-09,149582697436,-17049.00,17049,1,Pago Analia Beatriz Maradona Transferencia enviada Kiosko
2026-03-09,149582824518,-1930.00,1930,1,Transferencia enviada Kiosko Duendes Reserva por gastos Juicio
2026-03-09,149581189944,-5000.00,5000,1,Duendes Reserva por gastos Juicio injusto
2026-03-09,149581937234,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-03-09,149581937260,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-09,149582324760,-500.00,500,1,Reserva por gastos AVA
2026-03-09,148894721637,-6530.00,6530,1,Pago Dlo*didi Reserva por gastos Juicio
2026-03-09,148895036327,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-09,149612528216,-500.00,500,1,Reserva por gastos AVA
2026-03-09,148894721637,6530.00,6530,0,Pago cancelado Dlo*didi
2026-03-09,149633197244,-11000.00,11000,1,Pago Todo Tartas Reserva por gastos Juicio
2026-03-09,148915264865,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-09,149632695018,-500.00,500,1,Reserva por gastos AVA
2026-03-09,149635455838,-56250.00,56250,1,Pago Merpago*compraenkalbb
2026-03-09,148916851713,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-09,149634661576,-500.00,500,1,Reserva por gastos AVA
2026-03-10,1740822961717,486.08,487,0,Rendimientos
2026-03-10,148960776817,-16000.00,16000,1,Pago Tuenti recargas dcp Reserva por gastos Juicio
2026-03-10,148960819623,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-10,149678676624,-500.00,500,1,Reserva por gastos AVA Transferencia enviada
2026-03-10,148970203825,-218800.00,218800,1,Transferencia enviada Consorcio De Propiet Transferencia enviada
2026-03-10,148970905681,-402933.08,402934,1,Consorcio De Propiet Transferencia enviada Consorcio De Copropi Reserva por gastos Juicio
2026-03-10,149689704672,-5000.00,5000,1,Consorcio De Copropi Reserva por gastos Juicio injusto
2026-03-10,148970593889,-500.00,500,1,Reserva por gastos AVA Reserva por gastos Juicio
2026-03-10,149690324414,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-10,149690388408,-500.00,500,1,Reserva por gastos AVA
2026-03-10,149691677098,-37095.95,37096,1,Pago de servicio ARCA
2026-03-10,149691446884,2627428.42,2627429,0,Venta de dólares
2026-03-10,149000313695,-400000.00,400000,1,Dinero reservado Susi
2026-03-10,149000627263,-600000.00,600000,1,Transferencia enviada Sanes Maria Sole Transferencia enviada Sanes
2026-03-10,149001303093,-600000.00,600000,1,Maria Sole Transferencia enviada Sanes Maria Sole
2026-03-10,147354936728,84089.51,84090,0,Liquidación de dinero
2026-03-10,146894016322,84089.51,84090,0,Liquidación de dinero
2026-03-11,1740892418368,731.92,732,0,Rendimientos
2026-03-11,149167406579,-399956.81,399957,1,Pago Tarjeta de crédito
2026-03-11,149172464873,-6100.00,6100,1,Pago BEE Coffee Reserva por gastos Juicio
2026-03-11,149171491319,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-11,149170773969,-500.00,500,1,Reserva por gastos AVA
2026-03-11,149902064610,-3312.00,3312,1,Pago Dlo*didi Reserva por gastos Juicio
2026-03-11,149901355204,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-11,149901437170,-500.00,500,1,Reserva por gastos AVA
2026-03-11,149916316520,-3941.00,3941,1,Pago Dlo*didi Reserva por gastos Juicio
2026-03-11,149915732930,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-11,149915822934,-500.00,500,1,Reserva por gastos AVA
2026-03-11,149206649871,-832360.11,832361,1,Dinero reservado Juicio injusto
2026-03-12,146983439049,87789.51,87790,0,Liquidación de dinero
2026-03-12,150094932640,-33619.00,33619,1,Pago Súper pollo Reserva por gastos Juicio
2026-03-12,149372725875,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-12,150093903460,-500.00,500,1,Reserva por gastos AVA
2026-03-13,1741018393146,29.09,30,0,Rendimientos
2026-03-13,150154632016,-5757.00,5757,1,Pago EBANX S.A. Transferencia recibida
2026-03-13,149453147931,2870000.00,2870000,0,FUNDACION UNIVERSIDAD DE PALERMO
2026-03-13,149459575769,-2880000.00,2880000,1,Dinero reservado Palermo
2026-03-13,150198114346,-14000.00,14000,1,Pago Ronda. Reserva por gastos Juicio
2026-03-13,149475980875,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-13,150196725758,-500.00,500,1,Reserva por gastos AVA
2026-03-13,150222173598,-8410.00,8410,1,Pago Dlo*didi Reserva por gastos Juicio
2026-03-13,149500820207,-5000.00,5000,1,Reserva por gastos Juicio injusto
2026-03-13,149514289689,40000.00,40000,0,Dinero retirado Juicio injusto
2026-03-13,150237416470,-40000.00,40000,1,Transferencia enviada Fernando Paredes Aguilar
2026-03-13,149539348573,100000.00,100000,0,Dinero retirado Juicio injusto Transferencia enviada Maria
2026-03-13,150263257642,-27500.00,27500,1,Transferencia enviada Maria Soledad Martinez Reserva por gastos Juicio
2026-03-13,150263494400,-5000.00,5000,1,Soledad Martinez Reserva por gastos Juicio injusto
2026-03-13,150263156734,-500.00,500,1,Reserva por gastos AVA
